wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:02598531n,,"sihu, khuurchir",The sihu is a Chinese bowed string instrument Originally from Mongolia with four strings.,khuurchir,YES,,,
,bn:02352857n,,sigah,Segah is the name of a Dastgah in Persian and related systems of music.,sigah,YES,,,
,bn:02176688n,,"sicilian_octave, ottava_siciliana, strambotto","The Sicilian octave is a verse form consisting of eight lines of eleven syllables each, called a hendecasyllable.",siciliaans_octaaf,YES,,,
,bn:01034697n,,"shuffle_play, shuffle_mode, 🔀",Shuffle play is a mode of music playback in which songs are played in a randomized order that is decided upon for all tracks at once.,shuffle_play,YES,,🔀,
,bn:01034697n,,"shuffle_play, shuffle_mode, 🔀",Shuffle play is a mode of music playback in which songs are played in a randomized order that is decided upon for all tracks at once.,shuffle_mode,YES,,🔀,
,bn:01944811n,,"shred_guitar, shred_guitarist, shredding, shredding_solos, shred_guitarists, guitar_shredding, shred_guitarist's, speed_guitar","Shred guitar or shredding is a virtuoso lead guitar solo playing style for the guitar, based on various advanced and complex playing techniques, particularly rapid passages and advanced performance effects.",shred_gitaar,YES,,,
,bn:00347381n,,"shorthand_for_orchestra_instrumentation, orchestral_piece","The shorthand for the instrumentation of a symphony orchestra is used to outline which and how many instruments, especially wind instruments, are called for in a given piece of music.",afkorting_voor_orkestinstrumentatie,YES,,,
,bn:03570915n,,shinkyoku,Shinkyoku are modern musical compositions for shakuhachi.,shinkyoku,YES,,,
,bn:17152714n,,"shimauta, shima_uta, shima-uta","Shima-uta is a genre of songs originating from the Amami Islands, Kagoshima Prefecture of southwestern Japan.",shimauta,YES,,,
,bn:17152714n,,"shimauta, shima_uta, shima-uta","Shima-uta is a genre of songs originating from the Amami Islands, Kagoshima Prefecture of southwestern Japan.",shima_uta,YES,,,
,bn:17152714n,,"shimauta, shima_uta, shima-uta","Shima-uta is a genre of songs originating from the Amami Islands, Kagoshima Prefecture of southwestern Japan.",shima-uta,YES,,,
,bn:03885323n,,sheets_of_sound,"Sheets of sound was a term coined in 1958 by Down Beat magazine jazz critic Ira Gitler to describe the new, unique improvisational style of John Coltrane.",sheets_of_sound,YES,,,
,bn:00251625n,,"shan'ge, shan’ge, shange, hua'er, shan_ge, hill_song, shan-ge, mountain_songs",Shan'ge is a genre of Chinese folk song.,shan'ge,YES,,,
,bn:00251625n,,"shan'ge, shan’ge, shange, hua'er, shan_ge, hill_song, shan-ge, mountain_songs",Shan'ge is a genre of Chinese folk song.,shan’ge,YES,,,
,bn:00251625n,,"shan'ge, shan’ge, shange, hua'er, shan_ge, hill_song, shan-ge, mountain_songs",Shan'ge is a genre of Chinese folk song.,shange,YES,,,
,bn:00251625n,,"shan'ge, shan’ge, shange, hua'er, shan_ge, hill_song, shan-ge, mountain_songs",Shan'ge is a genre of Chinese folk song.,hua'er,YES,,,
,bn:00251625n,,"shan'ge, shan’ge, shange, hua'er, shan_ge, hill_song, shan-ge, mountain_songs",Shan'ge is a genre of Chinese folk song.,shan_ge,YES,,,
,bn:00251625n,,"shan'ge, shan’ge, shange, hua'er, shan_ge, hill_song, shan-ge, mountain_songs",Shan'ge is a genre of Chinese folk song.,shan-ge,YES,,,
,bn:01493972n,,shamanic_music,"Shamanic music is music played either by actual shamans as part of their rituals, or by people who, whilst not themselves shamans, wish to evoke the cultural background of shamanism in some way.",sjamanistische_muziek,YES,,,
,bn:00070848n,,shag,A lively dance step consisting of hopping on each foot in turn,shag,YES,,,
,bn:00070810n,,sforzando,An accented chord,sforzando,YES,,,
,bn:02093684n,,sesube,"Sesube is a style of East African music that takes sounds and inspirations from local Kenyan communities, cultural styles, and languages and fuses those sounds with a European component.",sesube,YES,,,
,bn:00682057n,,"serbian_rock, rock_music_in_serbia, serbian_rock_music",Serbian rock is the rock music scene of Serbia.,servische_rock,YES,,,
,bn:00637178n,,seraphine,"The seraphine is an early keyed wind instrument, something of a cross between a reed organ and an accordion, being more similar to the former.",seraphine,YES,,,
,bn:02500681n,,send_tape_echo_echo_delay,Send tape echo echo delay is a technique used in magnetic tape sound recording to apply a delay effect using tape loops and echo chambers.,send_tape,YES,,,
,bn:02500681n,,send_tape_echo_echo_delay,Send tape echo echo delay is a technique used in magnetic tape sound recording to apply a delay effect using tape loops and echo chambers.,echo_vertraging,YES,,,
,bn:03785956n,,"secular_jewish_music, secular_jewish_music_and_dance, jewish_folk_music, dances_of_jews","Since Biblical times, music has held an important role in many Jews' lives.",seculiere_joodse_muziek,YES,,,
,bn:01407686n,,sebene,The Sebene is a kind of instrumental bridge typically executed on the electric guitar and is a characteristic element of the Congolese rumba.,sebene,YES,,,
,bn:03521140n,,"screamer, circus_march, circus_marches, screamers",A screamer is a circus march intended to stir up the audience during the show.,circus_mars,YES,,,
,bn:03521140n,,"screamer, circus_march, circus_marches, screamers",A screamer is a circus march intended to stir up the audience during the show.,,YES,,,
,bn:02813202n,,scottish_tenor_drum,The Scottish tenor drum is a musical instrument used within Scottish pipe bands.,schotse_tenortrommel,YES,,,
,bn:03114876n,,"scottish_gaelic_punk, gaelic_punk",Scottish Gaelic punk is a subgenre of punk rock in which bands sing some or all of their music in Scottish Gaelic.,schots_gaelische_punk,YES,,,
,bn:02617855n,,"school_campus_song, campus_folk_song, taiwanese_folk_rock, campus_folk_rock, taiwanese_campus_folk_songs, taiwan_campus_folk_song, taiwanese_campus_folk_song","Taiwan campus folk song, campus folk song, or campus folk rock is a genre of Taiwanese Music with its roots as student songs in the campuses of Taiwanese universities during the 1970s.",taiwanese_campus_folk_muziek,YES,,,
,bn:03302721n,,"saxonette, clariphon, claribel","A saxonette is a soprano clarinet in C, A, or B♭ that has both a curved barrel and an upturned bell, both usually made of metal.",saxonette,YES,,,
,bn:00069304n,,sashay,A square dance figure; partners circle each other taking sideways steps,sashay,YES,,,
,bn:02642114n,,sarva,Sarva is a musical genre found in the Bushehr region of Iran.,sarva,YES,,,
,bn:00154524n,,"sârbă, sarba, sîrba, sirba, sârba",A sârba or sîrba is a Romanian dance normally played in 22 or 24 time.,sârbă,YES,,,
,bn:00154524n,,"sârbă, sarba, sîrba, sirba, sârba",A sârba or sîrba is a Romanian dance normally played in 22 or 24 time.,sarba,YES,,,
,bn:00154524n,,"sârbă, sarba, sîrba, sirba, sârba",A sârba or sîrba is a Romanian dance normally played in 22 or 24 time.,sîrba,YES,,,
,bn:00154524n,,"sârbă, sarba, sîrba, sirba, sârba",A sârba or sîrba is a Romanian dance normally played in 22 or 24 time.,sirba,YES,,,
,bn:00154524n,,"sârbă, sarba, sîrba, sirba, sârba",A sârba or sîrba is a Romanian dance normally played in 22 or 24 time.,sârba,YES,,,
,bn:01163672n,,sarajevo_school_of_pop_rock,"The Sarajevo school of pop rock collectively refers to the popular music created between 1960 and 1991 by artists and bands native to Sarajevo, Bosnia and Herzegovina.",sarajevo_school_van_pop_rock_muziek,YES,,,
,bn:02859410n,,sapp,"Sapp, also spelled as Sap or Supp is a musical instrument native to Punjab.",sapp,YES,,,
,bn:02100669n,,"samba_band, samba_ensemble",A Samba band or samba is a musical ensemble that plays samba music.,samba_band,YES,,,
,bn:02100669n,,"samba_band, samba_ensemble",A Samba band or samba is a musical ensemble that plays samba music.,samba_ensemble,YES,,,
,bn:01388485n,,"salsa_suelta, suelta","Salsa suelta, or suelta, is a form of dancing to salsa music.",suelta,YES,,,
,bn:02474833n,,"salsa_dura, salsa_gorda, salsa_brava","Salsa dura, also known as salsa brava or salsa gorda, is a style of salsa music developed in the 1970s with an emphasis on the instrumental part of the music over the lead vocals.",salsa_dura,YES,,,
,bn:02474833n,,"salsa_dura, salsa_gorda, salsa_brava","Salsa dura, also known as salsa brava or salsa gorda, is a style of salsa music developed in the 1970s with an emphasis on the instrumental part of the music over the lead vocals.",salsa_gorda,YES,,,
,bn:02474833n,,"salsa_dura, salsa_gorda, salsa_brava","Salsa dura, also known as salsa brava or salsa gorda, is a style of salsa music developed in the 1970s with an emphasis on the instrumental part of the music over the lead vocals.",salsa_brava,YES,,,
,bn:01955558n,,sakara_music,Sakara music is a form of popular Nigerian music based in the traditions of Yoruba music.,sakara_muziek,YES,,,
,bn:15079733n,,"russian_romance, russian_art_song, gypsy_art_song, russian_gypsy_song","Russian romance or Russian Gypsy song is a type of sentimental sung poetry with hints of Gypsy influence that was developed in Imperial Russia by such composers as Alexander Alyabyev, Alexander Varlamov, and Alexander Gurilyov.",Russisch_zigeunerlied,YES,,,
,bn:03534190n,,"russian_pop, popular_music_in_russia","Russian pop music is Russian language pop music produced either in Russia, CIS countries, Baltic states and other foreign countries in which the songs are performed primarily in Russian language, languages of the countries of the CIS, and in the other languages of the world.",russische_pop,YES,,,
,bn:03534190n,,"russian_pop, popular_music_in_russia","Russian pop music is Russian language pop music produced either in Russia, CIS countries, Baltic states and other foreign countries in which the songs are performed primarily in Russian language, languages of the countries of the CIS, and in the other languages of the world.",russchische_pop_muziek,YES,,,
,bn:15468595n,,russian_liturgical_music,Russian Liturgical Music is the musical tradition of the Russian Orthodox Church.,russische_liturgische_muziek,YES,,,
,bn:01298321n,,russian_hip_hop,"Russian hip hop refers to hip hop music recorded in Russia or in the Russian language in former Soviet states like Ukraine, Belarus, and Kazakhstan.",russische_hip_hop,YES,,,
,bn:00575081n,,russian_classical_music,"Russian classical music is a genre of classical music related to Russia's culture, people, or character.",russische_klassieke_muziek,YES,,,
,bn:00068600n,,rupture,The act of making a sudden noisy break,breuk,YES,,,
,bn:00973543n,,roneat_thung,The Roneat Thung or Roneat Thum is a low-pitched xylophone used in the Khmer classical music of Cambodia.,roneat_thung,YES,,,
,bn:00972325n,,"roneat_ek, ronneat_rut",The Roneat Ek or Roneat Aek is a xylophone used in the Khmer classical music of Cambodia.,roneat_ek,YES,,,
,bn:00972325n,,"roneat_ek, ronneat_rut",The Roneat Ek or Roneat Aek is a xylophone used in the Khmer classical music of Cambodia.,ronneat_rut,YES,,,
,bn:00973402n,,"roneat_dek, roneat_thong","The roneat dek is a Cambodian metallophone, comparible to the Roneat ek.",roneat_dek,YES,,,
,bn:00973402n,,"roneat_dek, roneat_thong","The roneat dek is a Cambodian metallophone, comparible to the Roneat ek.",roneat_thong,YES,,,
,bn:03361586n,,"romanian_rock, rock_music_in_romania",Romanian rock is a genre of popular music in Romania.,roemeense_rock,YES,,,
,bn:02230068n,,"romanian_popular_music, popular_music_in_romania","In Romania, the syntagm popular music is used to denote a musical genre based on folklore, but distinct from it.",roemeense_populaire_muziek,YES,,,
,bn:02254245n,,"roland_v-drum, roland_v-drums, v-drums, v-drum","V-Drums is a variety of electronic drums, drum brain modules, and related electronic percussion product manufactured and trademarked by Roland Corporation.",roland_v-drum,YES,,,
,bn:02254245n,,"roland_v-drum, roland_v-drums, v-drums, v-drum","V-Drums is a variety of electronic drums, drum brain modules, and related electronic percussion product manufactured and trademarked by Roland Corporation.",roland_v-drums,YES,,,
,bn:02254245n,,"roland_v-drum, roland_v-drums, v-drums, v-drum","V-Drums is a variety of electronic drums, drum brain modules, and related electronic percussion product manufactured and trademarked by Roland Corporation.",v-drums,YES,,,
,bn:02254245n,,"roland_v-drum, roland_v-drums, v-drums, v-drum","V-Drums is a variety of electronic drums, drum brain modules, and related electronic percussion product manufactured and trademarked by Roland Corporation.",v-drum,YES,,,
,bn:00850157n,,"rockism, rockism_and_poptimism, rockist, rockists","Rockism is the belief that rock music is dependent on values such as authenticity and artfulness, and that such values elevate the genre over other forms of popular music.",rockisme,YES,,,
,bn:00850157n,,"rockism, rockism_and_poptimism, rockist, rockists","Rockism is the belief that rock music is dependent on values such as authenticity and artfulness, and that such values elevate the genre over other forms of popular music.",poptisme,YES,,,
,bn:17347571n,,"rock_music_of_west_bengal, west_bengal_rock_music","Rock music of West Bengal originated in Kolkata, West Bengal, India.",rock_muziek_van_west_bengalen,YES,,,
,bn:00682224n,,"rock_music_in_switzerland, swiss_rock","Rock and roll first entered Switzerland in the 1950s, as a series of American musicians popularized the style internationally.",zwitserse_rock,YES,,,
,bn:00487163n,,"rock_music_in_portugal, portuguese_rock, portugeues_rock, portugues_rock",Rock music and its subgenres are very popular in Portugal.,portugese_rock,YES,,,
,bn:00293429n,,"rock_music_in_new_zealand, kiwi_rock, new_zealand_rock","Rock music in New Zealand, also known as Kiwi rock music and New Zealand rock music, began in 1955 with Johnny Cooper's cover version of Bill Haley's hit song ""Rock Around the Clock"".",Nieuw-Zeelandse_ rock,YES,,,
,bn:00962191n,,"rock_music_in_lithuania, lithuanian_rock",Rock music has been performed and heard in Lithuania since the mid-1960s.,litouwse_rock,YES,,,
,bn:00384548n,,"rock_music_in_ireland, irish_rockers, irish_rock","Rock music in Ireland, also known as Irish rock, has been a part of the music of Ireland since the 1960s, when the British Invasion brought British blues, psychedelic rock and other styles to the island.",lerse_rock,YES,,,
,bn:00335518n,,"rock_music_in_denmark, danish_rock",Danish rock is rock music played in Denmark.,deense_rock,YES,,,
,bn:00682103n,,"rock_music_in_bosnia_and_herzegovina, bosnian_rock",The rock music of Bosnia and Herzegovina mostly developed during the time when Bosnia was part of socialist Yugoslavia.,bosnische_rock,YES,,,
,bn:01773303n,,"rock_music_in_albania, albanian_rock","Albanian rock describes music in Albania, Kosovo, North Macedonia and other Albanian-inhabited areas closely related to western rock.",albanese_rock_muziek,YES,,,
,bn:16027022n,,"rock_and_alternative_music_in_iran, iranian_rock, iranian_metal, aryan_rock, iranian_rock_and_alternative_music, heavy_metal_music_in_iran",Iranian rock refers to rock music produced by Iranian artists.,rock_en_alternatieve_muziek_in_Iran,YES,,,
,bn:03594734n,,"robotic_voice_effects, robotic_voice_effect, robot_voice, robotic_voice",Robotic voice effects became a recurring element in popular music starting in the second half of the twentieth century.,robotachtig_stemeffect,YES,,,
,bn:00068003n,,roar,The sound made by a lion,brul,YES,,,
,bn:00067868n,,ring,A characteristic sound,tring,YES,,,
,bn:00067868n,,ring,A characteristic sound,ring,YES,,,
,bn:15055414n,,rih,"The rih is an instrument that was popular in Eastern Ukraine, with between three and six fingerholes, or sometimes none.",rih,YES,,,
,bn:16830217n,,rhythm_&_praise_music,Rhythm and praise is another term for Christian R&B music.,rhythm_&_praise_muziek,YES,,,
,bn:00571741n,,"revivalist_artist, revivalist_band, revivalist_act","A revivalist artist or revivalist band is a musical group, singer, or musician dedicated to reviving interest in a musical genre from an earlier era.",revivalistische_band,YES,,,
,bn:00571741n,,"revivalist_artist, revivalist_band, revivalist_act","A revivalist artist or revivalist band is a musical group, singer, or musician dedicated to reviving interest in a musical genre from an earlier era.",revivalistische artiest,YES,,,
,bn:03041204n,,retrigger,Retriggering is a tracker technique in which a sample is replayed a set number of times within a certain timeframe.,retriggering,YES,,,
,bn:00067368n,,"response, liturgical_responses, ℟",A phrase recited or sung by the congregation following a versicle by the priest or minister,liturgisch_antwoord,YES,,,
,bn:00751680n,,resheto,The resheto is a Ukrainian percussive folk instrument.,resheto,YES,,,
,bn:02590452n,,"remote_recording, remote_recording_truck, remote_audio_recording, remote_concert_recording, location_recording, mobile_recording_truck, remote_truck","Remote recording, also known as location recording, is the act of making a high-quality complex audio recording of a live concert performance, or any other location recording that uses multitrack recording techniques outside of a recording studio.",opname_op_afstand,YES,,,
,bn:00634282n,,religious_music_in_iran,Religious music in Iran is rich in melodies and genres.,religieuze_muziek_in_Iran,YES,,,
,bn:00168766n,,"religious_jewish_music, judaic_music, jewish_liturgical_music",This article describes the principal types of religious Jewish music from the days of the Temple to modern times.,judaïsche_liturgische_muziek,YES,,,
,bn:03385333n,,"relief, profile","Relief, or profile, refers to the amount of curvature in the fingerboard of a guitar or other similar stringed instrument.",profiel,YES,,,
,bn:03385333n,,"relief, profile","Relief, or profile, refers to the amount of curvature in the fingerboard of a guitar or other similar stringed instrument.",reliëf,YES,,,
,bn:01443170n,,"rekuhkara, rekukkara","Rekuhkara is a style of singing, similar to Inuit throat singing, that was practised by the Ainu until 1976 when the last practitioner died, The Sakhalin spelling rekuxkara or the Japanese spelling rekukkara can also be encountered.",rekuhkara,YES,,,
,bn:01443170n,,"rekuhkara, rekukkara","Rekuhkara is a style of singing, similar to Inuit throat singing, that was practised by the Ainu until 1976 when the last practitioner died, The Sakhalin spelling rekuxkara or the Japanese spelling rekukkara can also be encountered.",rekukkara,YES,,,
,bn:02466009n,,"regional_styles_of_mexican_music, spanish_oldies, spanish_contemporary, mexican_regional_music, regional_mexican_music, son_jalicense, regional_variations_of_mexican_music",Regional styles of Mexican music vary greatly vary from state to state.,regionale_stijlen_van_Mexicaanse_muziek,YES,,,
,bn:00133388n,,"reggae_genres, list_of_genres_of_reggae, list_of_reggae_genres, skinhead_reggae",There are several subgenres of reggae music including various predecessors to the form.,reggae_genres,YES,,,
,bn:00066773n,,reeler,A dancer of reels,reel_danser,YES,,,
,bn:13917745n,,reductionism,Reductionism is a form of improvised music that developed towards the end of the 20th century.,reductionisme,YES,,,
,bn:01641898n,,recoupment,"Recoupment is the practice, common in the music industry, of claiming an advance provided to an artist back from that artist rather than from related sources.",recoupment,YES,,,
,bn:03288819n,,"recording_of_transmission, rot",A recording of transmission is a record made of material broadcast on a radio station.,opname_van_uitzending,YES,,,
,bn:00339859n,,recording_consciousness,Recording consciousness as described by Bennett,recording_consciousness,YES,,,
,bn:01037957n,,"record_collecting, vinyl_snob, crate_digger, music_collecting, vinyl_fetishist, crate_digging, record_collector","Record collecting is the hobby of collecting sound recordings, usually of music, but sometimes ""spoken word""",vynil_verzamelaar,YES,,,
,bn:01037957n,,"record_collecting, vinyl_snob, crate_digger, music_collecting, vinyl_fetishist, crate_digging, record_collector","Record collecting is the hobby of collecting sound recordings, usually of music, but sometimes ""spoken word""",muziek_collectioneur,YES,,,
,bn:01037957n,,"record_collecting, vinyl_snob, crate_digger, music_collecting, vinyl_fetishist, crate_digging, record_collector","Record collecting is the hobby of collecting sound recordings, usually of music, but sometimes ""spoken word""",record_verzamelaar,YES,,,
,bn:01617537n,,reclam_de_xeremies,"The reclam de xeremies, also known as the xeremia bessona or xeremieta, is a double clarinet with two single reeds, traditionally found on the Balearic island of Ibiza, off the east coast of Spain.",xeremieta,YES,,,
,bn:00066518n,,recessional,A hymn that is sung at the end of a service as the clergy and choir withdraw,slotlofzang,YES,,,
,bn:03481957n,,"re-amp, reamp, reamping, reamped",Re-amping is a process often used in multitrack recording in which a recorded signal is routed back out of the editing environment and run through external processing using effects units and then into a guitar amplifier and a guitar speaker cabinet or a reverb chamber.,re-amp,YES,,,
,bn:03481957n,,"re-amp, reamp, reamping, reamped",Re-amping is a process often used in multitrack recording in which a recorded signal is routed back out of the editing environment and run through external processing using effects units and then into a guitar amplifier and a guitar speaker cabinet or a reverb chamber.,reamp,YES,,,
,bn:03481957n,,"re-amp, reamp, reamping, reamped",Re-amping is a process often used in multitrack recording in which a recorded signal is routed back out of the editing environment and run through external processing using effects units and then into a guitar amplifier and a guitar speaker cabinet or a reverb chamber.,reamping,YES,,,
,bn:03481957n,,"re-amp, reamp, reamping, reamped",Re-amping is a process often used in multitrack recording in which a recorded signal is routed back out of the editing environment and run through external processing using effects units and then into a guitar amplifier and a guitar speaker cabinet or a reverb chamber.,reamped,YES,,,
,bn:03767942n,,rautalanka,"In common usage, the Finnish word rautalanka means instrumental rock in general.",rautalanka,YES,,,
,bn:03653006n,,rasika,A rasika is a term for an aesthete of Indian classical music.,rasika,YES,,,
,bn:00923162n,,"ranat_thum, ranad_tum, ranad_thum, ranad-thume",The ranat thum is a low pitched xylophone used in the music of Thailand.,ranat_thum,YES,,,
,bn:00923162n,,"ranat_thum, ranad_tum, ranad_thum, ranad-thume",The ranat thum is a low pitched xylophone used in the music of Thailand.,ranad_tum,YES,,,
,bn:00923162n,,"ranat_thum, ranad_tum, ranad_thum, ranad-thume",The ranat thum is a low pitched xylophone used in the music of Thailand.,ranad_thum,YES,,,
,bn:00923162n,,"ranat_thum, ranad_tum, ranad_thum, ranad-thume",The ranat thum is a low pitched xylophone used in the music of Thailand.,ranad-thume,YES,,,
,bn:00584033n,,ragarap,Ragarap is a compilation album of popular reggae songs from the early to mid-1990s.,ragarap,YES,,,
,bn:03542985n,,raganella,The raganella is a percussion instrument common in the folk music of Calabria in southern Italy.,raganella,YES,,,
,bn:02558926n,,"radiodrum, radio-baton, radio-drum, radiobaton, radio_baton",The Radiodrum or radio-baton is a musical instrument played in three-dimensional space using two mallets.,radiodrum,YES,,,
,bn:02558926n,,"radiodrum, radio-baton, radio-drum, radiobaton, radio_baton",The Radiodrum or radio-baton is a musical instrument played in three-dimensional space using two mallets.,radio-baton,YES,,,
,bn:02558926n,,"radiodrum, radio-baton, radio-drum, radiobaton, radio_baton",The Radiodrum or radio-baton is a musical instrument played in three-dimensional space using two mallets.,radio-drum,YES,,,
,bn:02558926n,,"radiodrum, radio-baton, radio-drum, radiobaton, radio_baton",The Radiodrum or radio-baton is a musical instrument played in three-dimensional space using two mallets.,radiobaton,YES,,,
,bn:02558926n,,"radiodrum, radio-baton, radio-drum, radiobaton, radio_baton",The Radiodrum or radio-baton is a musical instrument played in three-dimensional space using two mallets.,radio_baton,YES,,,
,bn:01293070n,,"radio_promotion, independent_promoter, record_promoter, record_plugger",Radio promotion is the division of a record company which is charged with placing songs on the radio.,radio_promotie,YES,,,
,bn:02895106n,,"rabeca, rabeca_chuleira","The rabeca or rabeca chuleira is a fiddle originating in Portugal, commonly used in both Portugal and Northeastern Brazil, where it i most commonly used in Brazilian forró music.",rabeca,YES,,,
,bn:02895106n,,"rabeca, rabeca_chuleira","The rabeca or rabeca chuleira is a fiddle originating in Portugal, commonly used in both Portugal and Northeastern Brazil, where it i most commonly used in Brazilian forró music.",rabeca_chuleira,YES,,,
,bn:01459160n,,"qupai, 曲牌, qu_pai",A qupai is the generic term for a fixed melody used in traditional Chinese music.,qupai,YES,,,
,bn:01459160n,,"qupai, 曲牌, qu_pai",A qupai is the generic term for a fixed melody used in traditional Chinese music.,曲牌,YES,,,
,bn:01459160n,,"qupai, 曲牌, qu_pai",A qupai is the generic term for a fixed melody used in traditional Chinese music.,qu_pai,YES,,,
,bn:02853118n,,"quintus, quinta_vox","The Latin word quintus, also quinta or quinta vox, refers to the fifth voice in addition to the superius, altus, tenor and bassus in a piece of vocal polyphony.",quintus,YES,,,
,bn:02853118n,,"quintus, quinta_vox","The Latin word quintus, also quinta or quinta vox, refers to the fifth voice in addition to the superius, altus, tenor and bassus in a piece of vocal polyphony.",quinta_vox,YES,,,
,bn:02345285n,,"quintuple_meter, 5/4_time, quintuple_metre, quintuple_time",Quintuple meter or quintuple time is a musical meter characterized by five beats in a measure.,kwintoolkwart,YES,,,
,bn:00065451n,,pyrrhic,An ancient Greek dance imitating the motions of warfare,pyrrhic,YES,,,
,bn:00065447n,,pyrotechnics,(music) brilliance of display (as in the performance of music),pyrotechniek,YES,,,
,bn:01076598n,,pyeongtaek_nongak,Pyeongtaek nongak is a nongak or Korean farmer's music which has been performed and handed down in the Pyeongtaek region of Gyeonggi Province.,pyeongtaek_nongak,YES,,,
,bn:01422372n,,"punto_guajiro, punto_cubano","Punto guajiro or punto cubano – or simply punto – is a sung genre of Cuban music, a poetic art with music.",punto_guajiro,YES,,,
,bn:01422372n,,"punto_guajiro, punto_cubano","Punto guajiro or punto cubano – or simply punto – is a sung genre of Cuban music, a poetic art with music.",punto_cubano,YES,,,
,bn:03383050n,,"punto, the_punto",The punto is a musical genre typical of eastern Venezuela.,punto,YES,,,
,bn:00745238n,,"pueblo_music, hopi_music, zuni_music","Pueblo music includes the music of the Hopi, Zuni, Taos Pueblo, San Ildefonso, Santo Domingo, and many other Puebloan peoples, and according to Bruno Nettl features one of the most complex Native American musical styles on the continent.",pueblo_music,YES,,,
,bn:00745238n,,"pueblo_music, hopi_music, zuni_music","Pueblo music includes the music of the Hopi, Zuni, Taos Pueblo, San Ildefonso, Santo Domingo, and many other Puebloan peoples, and according to Bruno Nettl features one of the most complex Native American musical styles on the continent.",hopi_music,YES,,,
,bn:00745238n,,"pueblo_music, hopi_music, zuni_music","Pueblo music includes the music of the Hopi, Zuni, Taos Pueblo, San Ildefonso, Santo Domingo, and many other Puebloan peoples, and according to Bruno Nettl features one of the most complex Native American musical styles on the continent.",zuni_music,YES,,,
,bn:16031176n,,"psychology_of_music_preference, music_preference",The psychology of music preference is the study of the psychological factors behind peoples' different music preferences.,psychologie_van_muziekvoorkeur,YES,,,
,bn:00825954n,,"psychoanalysis_and_music, music&psychoanalysis","Music has the ability to open doors, which allow us to see beyond a typical conversation or thought process.",psychoanalyse_en_muziek,YES,,,
,bn:02665313n,,"protein_music, dna_music",Protein Music is a musical technique where music is composed by converting protein sequences or genes to musical notes.,proteïne_muziek,YES,,,
,bn:02665313n,,"protein_music, dna_music",Protein Music is a musical technique where music is composed by converting protein sequences or genes to musical notes.,dna_muziek,YES,,,
,bn:00064693n,,promenade,A square dance figure; couples march counterclockwise in a circle,promenade,YES,,,
,bn:00064694n,,promenade,A march of all the guests at the opening of a formal dance,promenade,YES,,,
,bn:00955973n,,"prolation, tempus, prolatio","Prolation is a term used in the theory of the mensural notation of medieval and Renaissance music to describe its rhythmic structure on a small scale, as opposed to tempus, which described a larger scale.",prolation,YES,,,
,bn:00955973n,,"prolation, tempus, prolatio","Prolation is a term used in the theory of the mensural notation of medieval and Renaissance music to describe its rhythmic structure on a small scale, as opposed to tempus, which described a larger scale.",tempus,YES,,,
,bn:00955973n,,"prolation, tempus, prolatio","Prolation is a term used in the theory of the mensural notation of medieval and Renaissance music to describe its rhythmic structure on a small scale, as opposed to tempus, which described a larger scale.",prolatio,YES,,,
,bn:14220667n,,progressive_southern_gospel,"Progressive southern gospel music is music that is written to express either personal or a communal belief regarding Christian life, as well as to give a Christian alternative to mainstream secular music.",progressief_zuidelijk_gospelmuziek,YES,,,
,bn:03112423n,,"program_note, concert_program, program, programme, programme_notes, musical_program, musical_programme, program_notes, programme_note, concert, concert_programme","A concert program is a selection and ordering, or programming, of pieces to be performed at an occasion, or concert.",concert_programma,YES,,,
,bn:03112423n,,"program_note, concert_program, program, programme, programme_notes, musical_program, musical_programme, program_notes, programme_note, concert, concert_programme","A concert program is a selection and ordering, or programming, of pieces to be performed at an occasion, or concert.",muziek_programma,YES,,,
,bn:00258220n,,"prison_rock, prison_song",Prison rock is music that came after the Northwest Wind trend in mainland China.,prison_rock,YES,,,
,bn:00258220n,,"prison_rock, prison_song",Prison rock is music that came after the Northwest Wind trend in mainland China.,prison_song,YES,,,
,bn:02332399n,,principal,"The section principal in an orchestra, as well as any large musical ensemble, is the lead player for each respective section of instruments.",hoofd-,YES,,,
,bn:14641771n,,pre-release_cover_version,"In the music industry, a pre-release cover version is a type of cover version that arises when a cover artist releases a version of a song before the original artist does.",pre-release_coverversie,YES,,,
,bn:01209748n,,"prelude_and_fugue, fantasia_and_fugue, fantasy_and_fugue, toccata_and_fugue, 24_preludes_and_fugues, preludes_and_fugues",The prelude and fugue is a musical form generally consisting of two movements in the same key for solo keyboard.,prelude_en_fuga,YES,,,
,bn:02887020n,,"prefix, acoustic_prefix","In acoustics, the prefix of a sound is an initial phase, the onset of a sound quite dissimilar to the ensuing lasting vibration.",akoestisch_prefix,YES,,,
,bn:03559554n,,power_duo,"A Power duo is a two-piece rock band that follows a similar blues rock style to a traditional power trio, and whose primary lineup consists of a drummer and a guitarist or a drummer and a bassist.",power_duo,YES,,,
,bn:01865190n,,"post-tonal_music_theory, post_tonal_music_theory, post-tonal_theory","Post-tonal music theory is the set of theories put forward to describe music written outside of, or 'after', the tonal system of the common practice period.",post_tonale_muziektheorie,YES,,,
,bn:01692010n,,"postdigital, postdigitalism, post-digital","Postdigital, in artistic practice, is an attitude that is more concerned with being human, than with being digital.",post_digitaal,YES,,,
